,CON-001,CON-002,CON-003,CON-004,CON-005,CON-006,CON-007,CON-008,CON-009,CON-010,CON-011,CON-012,CON-013,CON-014,CON-015,CON-016,CON-017,CON-018,CON-019,CON-020,CON-021,CON-022,CON-023,CON-026,CON-027,CON-028,CON-029,CON-031,CON-032,CON-033,CON-034,CON-035,CON-036,CON-037,CON-038,CON-039,CON-040,CON-041,CON-042,CON-043,CON-044,CON-045,CON-046,CON-047,CON-048,CON-049,CON-050,CON-051,CON-052,CON-053,CON-054,CON-055,CON-056,CON-057,CON-058,CON-059,CON-060,CON-061,CON-062,CON-063,CON-064,CON-065,CON-066,CON-067,CON-068,CON-069,CON-070,CON-071,CON-072,CON-073,CON-074,CON-075,CON-076,CON-077,CON-078,CON-079,CON-080,CON-081,CON-082,CON-083,CON-084,CON-085,CON-086,CON-087,CON-088,CON-089,CON-090,CON-091,CON-092,CON-093,CON-095,CON-096,CON-097,CON-098,CON-099,CON-101,CON-104,CON-105,CON-106,CON-107,DLF001,DLF002,DLF003,DLF004,DLF005,DLF006,DLF007,DLF008,DLF009,DLF010,DLF012,DLF013,DLF014,DLM001,DLM002,DLM003,DLM004,DLM005,DLM006,DLM007,DLM008,DLM009,DLM010,DLM011,DLM012,DLM013,DLM014,DLM015,DLM016,DLM017,DLM018,DLM019,DLM020,DLM021,DLM022,DLM023,DLM024,DLM027,DLM028,DOF002,DOF003,DOF004,DOF006,DOF007,DOF008,DOF009,DOF010,DOF011,DOF012,DOF013,DOF014,DOM001,DOM003,DOM005,DOM008,DOM010,DOM012,DOM013,DOM014,DOM015,DOM016,DOM017,DOM018,DOM019,DOM020,DOM021,DOM022,DOM023,DOM024,DOM025,DOM026,NLF001,NLF002,NLF005,NLF006,NLF007,NLF008,NLF009,NLF010,NLF011,NLF012,NLF013,NLF014,NLF015,NLM001,NLM002,NLM003,NLM004,NLM005,NLM006,NLM007,NLM008,NLM009,NLM010,NLM015,NLM016,NLM017,NLM021,NLM022,NLM023,NLM024,NLM025,NLM026,NLM027,NLM028,NLM029,NLM031,NLM032,NOF001,NOF002,NOF004,NOF005,NOF006,NOF007,NOF008,NOF009,NOF010,NOF011,NOF012,NOF013,NOF014,NOM001,NOM002,NOM004,NOM005,NOM007,NOM008,NOM009,NOM010,NOM012,NOM013,NOM014,NOM015,NOM016,NOM017,NOM018,NOM019,NOM020,NOM022,NOM023,NOM025,NOM026,NOM027,NOM028,NOM029,T2D-001,T2D-002,T2D-003,T2D-004,T2D-005,T2D-006,T2D-007,T2D-008,T2D-009,T2D-010,T2D-011,T2D-012,T2D-013,T2D-014,T2D-015,T2D-016,T2D-017,T2D-018,T2D-019,T2D-020,T2D-021,T2D-022,T2D-023,T2D-024,T2D-025,T2D-026,T2D-028,T2D-029,T2D-030,T2D-031,T2D-036,T2D-039,T2D-040,T2D-041,T2D-042,T2D-043,T2D-044,T2D-045,T2D-046,T2D-047,T2D-048,T2D-049,T2D-050,T2D-051,T2D-052,T2D-053,T2D-054,T2D-055,T2D-056,T2D-057,T2D-058,T2D-059,T2D-060,T2D-062,T2D-063,T2D-064,T2D-065,T2D-066,T2D-067,T2D-068,T2D-069,T2D-070,T2D-071,T2D-072,T2D-073,T2D-074,T2D-075,T2D-076,T2D-077,T2D-078,T2D-079,T2D-080,T2D-081,T2D-082,T2D-083,T2D-084,T2D-085,T2D-086,T2D-087,T2D-088,T2D-089,T2D-090,T2D-091,T2D-092,T2D-093,T2D-094,T2D-095,T2D-096,T2D-097,T2D-098,T2D-099,T2D-100,T2D-101,T2D-102,T2D-103,T2D-104,T2D-105,T2D-106,T2D-107
s__Neisseria_sicca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Neisseria_macacae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Neisseria_subflava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6177,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Neisseria_flavescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3882,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11266,0,0,0,0,0,0,0,0,0,24513,0,0,0,0,0,0,0,0,0,0,0,0,12923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77488,0,0,10870,0,0,0,0,0,0,0,0,7250,0,5679,0,0,0,0,16024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3622,0,0,0,0,0,0,0,0,0,0,0
s__Neisseria_meningitidis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lautropia_mirabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7991,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Burkholderiales_bacterium_1_1_47,14214,0,0,0,3287,0,4534,0,0,23034,63138,0,0,1658,6275,15510,48756,0,113799,0,383,53,0,87329,0,0,0,15435,19213,77009,10226,8161,0,326,383,0,406894,19213,9371,0,0,0,272415,0,0,1240,0,8603,0,304,0,2998,5803,169286,63904,34356,1868572,0,7372,0,767,1536,1415,579820,0,27383,81317,0,4438,0,0,70175,8845,23741,36183,1371,9065,0,631,10226,1415,107,444026,4309,0,0,20539,8845,137026,0,7408,0,0,13060,304,8845,3073,3073,0,82939,0,41078,1912,0,19320,3958,0,11014,0,1677,0,0,0,941,0,0,230034,8287,27884,6009,0,13926,60510,42250,0,107,0,0,0,478,0,0,0,0,5112,127324,0,29555,1394,180162,340074,0,0,1240,50607,0,0,0,0,0,4451,0,0,0,40632,0,653,293522,299,3936,0,137,7873,0,383,41148,0,0,24906,0,0,16050,0,72151,18364,0,0,107911,2998,23518,0,369745,0,42714,56024,0,139657,337,226267,13656,129709,0,15481,17206,0,0,0,5319,76822,48735,591,1443,0,0,27383,53531,0,0,0,0,0,0,0,1950,16136,237854,0,0,262394,0,146908,1247,0,0,19042,56753,220703,16719,14258,168476,90937,0,0,0,4252,24307,7601,66777,0,3272,0,11740,0,0,767,0,431125,0,0,3900,0,591,107577,0,0,56100,19806,32101,2256,598,1495,117300,0,0,0,26143,0,0,0,97915,32972,23518,0,0,82831,2749,0,14550,0,180271,24315,0,28802,620,0,0,9065,49735,64967,108628,20879,591,56226,0,191156,45545,0,0,79760,68,0,12516,3958,195695,0,57326,306,0,0,208620,0,0,19397,0,22814,14817,0,3129,653,22583,6699,12180,54100,88687,2273088,20270,0,324037,0,47462,0,0,0,1809,4451,91397,19397,0,0,11617,397,792,0,7408
s__Parasutterella_excrementihominis,261141,0,1240,509,4630,0,144182,0,0,96452,110262,0,0,3949,3710,67191,87215,0,269223,0,272,544,259,84658,1240,0,0,7517,16816,86422,35357,14323,0,4571,272,0,315171,16816,37235,0,5070,0,1236,0,0,2002,0,8051,460,3756,2759,8380,5887,162639,54297,20783,224530,1500,5029,0,2570,1502,717,1068152,0,29735,110688,0,4510,294,0,62552,21307,158249,29735,1891,8456,0,0,22891,5773,5218,92566,3746,0,0,11744,7517,281561,0,11744,0,0,64373,3756,20783,3005,3005,0,99540,0,51991,717,788,5140,218,0,44654,0,3960,0,4677,0,5455,921,0,668892,7162,25848,11181,0,141937,30128,25760,0,0,259,0,0,358,544,0,0,0,9354,58040,0,2463,294,225250,304876,0,0,16499,80458,197,0,272,0,759,3400,0,0,0,72577,0,120,56124,202,1379,125722,75645,2759,0,272,28018,0,0,92733,0,0,1566,0,58966,3331,0,0,72069,8380,22891,0,380820,0,88831,222967,3331,2002,181,198905,51867,50883,0,15217,30132,0,3291,0,36297,36238,74081,120,11264,0,0,17153,38376,0,29356,577,0,0,0,0,1379,22417,185509,0,0,251927,0,237146,27062,0,0,29545,47023,207640,5566,3474,302396,71017,0,0,0,6548,29841,79019,96414,0,594,0,29598,0,0,0,288,494495,0,0,5432,0,1320,34247,0,3400,23488,58836,3133,23313,404,0,274783,0,0,0,2506,0,0,3291,102677,93681,84658,0,272,210446,2768,0,21557,0,186282,19048,0,89690,13602,8380,0,8456,42057,66062,239695,16102,1320,122836,0,186963,119436,0,0,39118,14867,10705,22520,3756,69059,0,9423,4208,0,0,219304,0,0,54800,0,344,132573,272,220,847,70818,8258,7048,105442,37753,2030259,31801,0,18742,0,121928,0,0,2080,2489,5218,69871,31801,0,0,37148,29171,3243,0,11717
s__Sutterella_parvirubra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113942,0,0,0,0,0,0,0,0,0,76586,0,0,0,0,0,0,0,0,0,0,0,0,185968,0,0,0,0,0,0,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151306,0,0,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Sutterella_wadsworthensis,0,0,0,508592,653619,0,0,1945603,2400389,0,0,380913,0,0,0,0,0,231731,0,0,0,0,0,0,0,0,0,0,0,0,0,213213,0,503954,1850436,0,0,0,0,156567,486,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,372823,0,0,0,0,426426,0,0,0,0,0,0,98279,0,0,937616,0,0,256669,0,249192,0,98636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,2747344,0,1668380,0,0,0,0,360092,0,0,0,0,0,0,0,59340,0,0,370711,27152,0,98161,0,198823,0,0,0,0,0,0,246239,0,0,112293,0,0,0,0,0,0,0,0,0,0,0,787713,0,0,0,395512,0,0,0,0,0,0,0,0,0,0,140317,0,0,0,0,0,0,186051,0,0,2852,10432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98042,0,0,0,0,292029,0,0,0,0,0,798481,607278,0,0,0,0,0,0,63748,0,0,0,0,0,0,0,815793,0,0,0,0,0,0,629,0,0,0,398596,0,0,0,0,0,0,0,0,646202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10432,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,1029,422204,0,0,0,0,0,0,0,0,2153474,0,0,0,603154,678799,0,0,0,0,0,0,0,0,1721896,0,0,0,0,111,0,0,464096,0,0,0,0,0,0,0,0,350901,0,0,0,0,0,0,0,0,0,136257,0,0,0,0,55843,0,0,0,0,0,0,883345,0,0,376586,795019,0,0,0,0,0,486,52425,44799,0
s__Oxalobacter_formigenes,5836,18549,0,0,21233,856,0,0,0,776,0,0,0,0,0,0,0,0,17089,0,0,0,4339,0,0,0,0,0,22479,3640,16021,1113,56371,13747,0,0,0,193551,28113,129697,0,0,0,0,0,0,0,0,0,42623,741,433343,42330,0,1327,19176,0,1166,0,472,0,0,2226,7472,246641,0,1469,0,0,19586,0,7508,0,0,0,0,0,21868,0,6447,13747,0,0,0,0,4339,641,0,0,0,0,0,14943,229701,22479,5008,0,0,0,734,0,44571,58051,0,0,69226,0,0,50929,0,0,120250,0,0,6434,5423,0,3790,0,0,2209,0,0,0,0,127932,2092,0,0,1113,0,21711,0,8916,7472,22051,0,0,6109,6382,63225,0,0,0,0,14566,93559,0,0,442,0,47163,0,30204,0,0,5608,14063,123469,0,2540,0,0,0,0,3409,0,0,17695,19729,0,0,0,0,0,2326,7169,0,0,3746,0,0,0,16924,0,0,0,0,0,5218,0,472,0,14583,1324,0,0,39374,0,9658,0,0,0,0,0,7986,0,0,59374,0,0,1282,0,452,96687,8991,59519,15693,174090,0,3113,0,0,0,0,0,0,0,0,42111,10217,0,0,0,3105,0,2649,0,0,0,0,0,0,0,0,102524,0,0,0,0,0,701,68935,0,0,0,0,0,0,74240,0,0,0,3925,0,4704,1390,10584,19270,0,81934,0,0,0,0,67620,0,42027,0,0,245853,0,16021,442,2540,0,2918,1324,0,0,0,4704,0,120068,0,0,34027,0,1776,0,19512,130626,218506,0,0,0,74240,0,70919,10155,0,741,0,0,0,65721,102797,0,4932,0,83290,100019,0,0,0,0,0,16549,0,0,0,220699,8344,2466,278697,69226,0,0,0,0,167465,2332,19729,0
s__Xanthomonas_citri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Xanthomonas_fuscans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Xanthomonas_axonopodis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11836,0,0,0,0,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Candidatus_Zinderia_insecticola,216,0,0,0,0,0,0,0,0,298,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3502,679,4533,0,3731,0,2209,2471,0,6853,0,0,0,0,985,10316,1906,672,1455,0,1525,1667,0,967,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,3533,0,302,753,940,111,118,13796,4678,1371,1096,1765,0,0,1653,0,0,1060,0,2548,0,0,364,0,0,570,257,0,1163,436,783,0,5096,0,692,0,0,0,4075,3065,1248,0,0,0,0,297,0,1101,0,229,0,0,1635,2417,0,502,216,0,0,0,0,0,15005,0,0,0,0,0,0,3136,1235,1092,0,4152,8749,0,2803,0,3375,0,3987,334,0,0,753,0,1627,0,0,0,2858,0,151,0,0,0,386,0,0,1447,783,0,3008,152,0,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,114,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enhydrobacter_aerosaccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
