,S118,S121,S126,S127,S137,S141,S143,S146,S153,S155,S158,S187,S193,S194,S195,S198,S205,S224,S225,S231,S235,S244,S248,S258,S263,S264,S268,S269,S286,S288,S297,S334,S344,S353,S365,S370,S378,S380,S381,S389,S398,S421,S422,S424,S434,S436,S439,S446,S451,S456,S458,S462,S463,S468,S470,S475,S476,S478,S479,S483,S484,S495,S497,S517,S524,S526,S529,S53,S530,S536,S543,S550,S551,S552,S561,S563,S577,S58,S584,S587,S589,S59,S591,S598,S602,S604,S614,S617,S618,S628,S643,S655,S77,S80,S88,S92
s__Coprobacillus_sp_29_1,0,0,0,0,0,0,796552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195980,0,2609556,0,0,0,0,0,0,0,0,0,0,505278,0,0,0,0,0,0,0,260651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Coprobacillus_sp_D6,0,0,0,0,0,0,376865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185442,0,0,0,0,0,0,0,0,0,0,0,0,159370,0,0,0,0,0,0,0,123319,0,0,0,0,0,0,0,353485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Catenibacterium_mitsuokai,0,696003,0,0,41610,0,0,0,0,0,0,0,279020,0,0,0,0,0,0,0,0,0,310597,0,0,276903,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78629,0,445770,7901,890376,0,0,2084254,0,472082,0,0,0,0,0,0,0,237024,703762,0,1605,0,0,0,0,0,0,0,97054,0,1379306,0,0,0,0,0,0,0,0,0,0,0,0,445654,0
s__Clostridium_spiroforme,0,0,0,0,0,0,0,0,106488,0,0,0,0,0,270911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543465,0,0,0,0,0,0,0,0,0,0,0,0,232086,0,0,0,233349,0,0,46521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_ramosum,0,0,0,0,0,0,0,48024,0,0,0,0,0,0,0,0,14019,0,0,0,0,0,0,0,0,0,0,3530,0,0,0,0,8102,0,0,0,15389,0,0,19134,0,622,0,0,131798,0,14542,2090,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,14930,12353,0,0,89350,0,0,0,0,0,0,0,0,0,0,46910,0,0,0,0,0,0,0,2903,0,0
s__Holdemania_filiformis,1849,3926,1210,1157,1871,4047,13753,1483,12636,6188,3773,26690,32413,8293,17381,428,896,6675,6188,12855,2670,22919,3358,25856,2106,2062,8704,7311,3565,8936,3358,1815,28605,7346,605,22586,2506,1332,10355,22655,47016,40323,5912,34018,86737,31324,41972,3899,73669,28805,24470,8181,520,1407,2595,3926,3197,1291,4712,10932,13342,10765,1637,2062,7489,54326,18330,2062,3146,20421,12636,5306,38109,1637,4861,3358,1639,8034,11433,1761,38415,3312,26362,1053,36379,5640,5442,8293,3773,3926,880,4622,10593,3312,1157,4972
s__Holdemania_sp_AP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bulleidia_extructa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Solobacterium_moorei,0,0,0,0,0,0,0,298,903,0,0,0,0,0,1812,0,2789,0,0,0,0,0,401,2724,4003,0,0,0,0,0,0,1190,0,0,2000,0,0,0,3591,0,752,3230,0,1383,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,0,465,0,1063,0,0,0,0,0,1947,0,0,0,3741,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_biforme,311675,0,422169,0,18948,0,373889,199870,526257,0,0,0,0,0,0,0,961648,0,0,0,367223,0,1062890,0,159147,0,0,0,4392,0,1886,0,0,661006,47210,0,196465,918825,646784,0,0,0,1782,447005,0,208766,0,226818,84971,0,0,1905650,0,245514,0,0,0,285486,2811475,0,401313,3711883,159147,0,0,1988890,0,0,1782913,317094,1424689,0,0,0,1172825,0,0,789125,353751,0,0,18948,0,93687,0,0,0,0,0,0,0,97176,0,0,884036,0
s__Eubacterium_cylindroides,0,0,0,0,21238,0,0,0,0,0,21428,0,0,50589,0,0,0,0,0,236785,0,0,0,0,23624,0,0,0,0,374174,0,0,0,0,0,4421,10136,0,0,0,0,3942,0,70352,0,0,0,0,0,87493,0,3942,151918,0,0,0,0,12317,0,0,0,34858,0,0,0,7532,0,0,0,0,15065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21278,0,0,0,0,194373,0
s__Clostridiaceae_bacterium_JC118,25309,0,3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,6121,0,0,0,0,0,0,0,2359,0,0,0,0,2699,5019,948,0,0,3987,2788,2033,0,0,2388,0,0,0,38722,5916,0,0,15267,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5773,0,0,0,0,0,2110,0,0,0,0,0,0,0
s__Eubacterium_dolichum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33549
s__Erysipelotrichaceae_bacterium_5_2_54FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93149,0,0,0,0,2075,0,0,0,0,0,0,0,5006,0,0,0,4380,0,0,0,8919,0,0,0,0,3071,0,0,11134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,58157,0,0,0,0,0,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_sp_3_1_31,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,139322,0,45315,0,0,3645,0,18359,0,0,0,0,0,105545,0,0,0,3051,0,0,0,95023,0,0,0,0,0,0,0,57455,0,0,0,0,0,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Erysipelotrichaceae_bacterium_3_1_53,0,0,0,0,0,0,0,0,0,0,5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10019,0,0,0,0,0,0,0,653,0,0,0,0,0,0,19154,0,7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25048,0,0,0,0,0,0,0,0,0,0
s__Erysipelotrichaceae_bacterium_2_2_44A,154,225,3451,0,0,0,701,234,2066,1661,441,0,139,255,3716,0,1721,251,0,253,363,6060,26840,259,468,0,225,1488,2062,0,0,3283,259,0,3939,1980,0,214,4487,3080,129,1261,14183,309,3631,0,4138,127,327,0,18204,0,214,0,0,279,0,384,281,477,0,2070,0,0,219,30459,1181,0,348,214,0,125,5703,1345,4018,4517,0,24133,327,1327,0,0,0,174,1955,8204,0,2060,0,0,1309,214,0,0,2536,698
s__Clostridium_innocuum,0,0,5505,0,0,0,16140,0,0,0,136,0,0,0,2888,0,1376,0,0,0,0,0,0,0,0,0,973,0,0,0,0,1777,0,0,0,0,0,0,0,3008,0,2140,8382,163,1007,0,0,0,7720,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,0,0,746,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7089,0,0,0,0,0,0,0,0,6344,2238
s__Erysipelotrichaceae_bacterium_6_1_45,0,188,0,0,0,2475,2238,0,689,3349,2236,1269,94,0,26552,932,152,130,5959,18760,1726,2713,6861,4119,1378,0,614,2481,493,65,4551,3295,150,3372,16981,2069,932,0,974,2621,1109,176,22835,2001,88,471,1511,979,46712,323,1638,0,0,0,1122,4200,1137,1141,438,943,2594,17541,2409,0,468,1768,0,0,103,1632,188,130,5449,0,1048,2229,0,21337,1104,396,3532,103,161,0,5352,2074,536,150,614,323,0,0,0,0,0,1137
s__Clostridium_sp_HGF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Erysipelotrichaceae_bacterium_21_3,112,2449,102,2383,204,0,167,733,1572,176,8384,980,0,4788,11122,2354,2930,615,176,2389,170,9182,615,1167,2094,1228,1278,972,1228,333,196,225,1167,1248,4160,705,9477,1167,567,1247,1306,490,980,7055,6685,4648,22366,36958,830,6545,4622,442,368577,0,186,0,1278,5862,2237,144,72,7465,1223,0,5473,57521,225,2948,204,2380,1279,0,4883,0,338,874,164,5494,4704,0,44382,7992,1279,83,602,169,157,1228,1218,0,352,225,11362,1134,2383,574
s__Lysinibacillus_sphaericus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138727,0,0,0,0,0
s__Lysinibacillus_fusiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3704,0,0,0,0,0
s__Turicibacter_sanguinis,0,0,3536,30887,7209,0,0,37421,9302,15825,0,0,118638,0,0,23087,0,32618,0,911,5549,0,0,0,0,0,13678,0,0,0,0,0,0,165,65627,82,15939,0,8690,0,0,0,0,0,0,0,0,0,82,0,0,55039,0,8253,0,0,0,46040,0,0,0,0,3437,30933,0,91351,0,0,1667,0,0,0,10195,423,0,0,370,0,0,0,0,1822,0,0,0,0,0,0,0,0,0,0,0,318,863,0
s__Gemella_sanguinis,0,0,0,0,0,1715,0,0,0,0,0,1432,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4121,0,0,0,0,0,420,0,0,9055,0,0,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,2990
s__Gemella_haemolysans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Gemella_morbillorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Staphylococcus_equorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Staphylococcus_aureus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Staphylococcus_epidermidis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Granulicatella_adiacens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,457,140,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Abiotrophia_defectiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Facklamia_hominis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_curvatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,4724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_sakei,0,0,0,0,0,0,0,0,0,5271,0,0,0,0,0,11097,0,0,0,0,0,0,0,0,228107,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,34159,0,0,0,0,0,0,28941,0,0,0,0,0,0,0,0,0,0,0,0,2282,0,1170,0,0,0,0,8372,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,0
s__Lactobacillus_rhamnosus,0,0,0,0,0,0,0,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,12505,0,0,0,0,0,0,0,0,0,0,9676,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164194,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_johnsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_gasseri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49142,0,0,381834,0,0,0,0,0,0,0,8852,0,0,6856,0,0,40265,0,0,0,0,152,0,0,0,0,0,0,0,0,18224,20990,0,0,0,0,0,3673,0,0,634,0,0,0,0,256108,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_delbrueckii,0,33755,0,0,0,2503,0,0,0,0,0,0,28794,0,76231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68452,0,0,0,17915,5089,1185,16218,33638,0,0,0,0,0,0,32140,0,31617,0,0,0,317,0,0,0,40218,1251,0,1876,3748,0,0,0,0,0,0,0,0,80389,0,0,3420,0,0,0,0,0,0,0,0,0,0,7589,0,7210,635,0,0,0,1110,11138,0
s__Lactobacillus_acidophilus,1716,119130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219738,0,71210,0,0,0,0,0,0,0,0,0,0,0,0,3322,0,0,0,0,0,0,0,0,0,0,0,0,24192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_crispatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_helveticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_ultunensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_amylovorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_salivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9818,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_ruminis,0,502373,0,0,1477,0,525165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8925,0,148163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672814,0,0,0,0,0,1948022,0,0,0,58989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pediococcus_pentosaceus,0,0,0,0,0,0,0,8424,0,0,15015,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,1371,0,347,0,0,0,0,0,0,11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,0,89906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5728,0,0,0,0,0,0
s__Pediococcus_acidilactici,0,0,0,0,0,0,0,0,0,0,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,0,0,0,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Pediococcus_lolii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Weissella_cibaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Leuconostoc_mesenteroides,0,0,0,0,0,0,0,0,4563,1531,0,0,0,0,0,15301,0,0,0,4734,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,13848,0,0,0,0,29381,48829,26886,26550,0,336,0,0,0,0,0,0,0,0,0,0,30121,0,0,0,0,6396,0,0,0,22490,0,0,0,0,0,0,0,0,0,0,61220,0,0,0,0,17151,0,10404,0,0,0,0,0,0,0,0,0,0,169
s__Leuconostoc_pseudomesenteroides,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,0,0,472,0,438,0,0,0,0,0,876,0,0,0,0,0,0,0,0,635,0,1305,0,0,0,8966,0,16109,0,0,0,0,0,0,0,0,0,0,0,0,52362,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,0,1081,0,0,0,0,0,0,0,0,0,0,0
s__Leuconostoc_lactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Leuconostoc_carnosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37204,0,0,0,0,0,0,0,0,0,0,0
s__Leuconostoc_citreum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Leuconostoc_gelidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Leuconostoc_gasicomitatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_vaginalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9864,61997,0,0,0,0,0,0,0,0,0,0,0,0,0,89905,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_reuteri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12875,0,0,0,0,0,0,0,0,6655916,0,0,0,0,0,0,0,88381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_antri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_oris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184446,122769,0,0,0,0,0,0,0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_mucosae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24320,0,0
s__Lactobacillus_gastricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
